,name,address
1076,광주북구일곡점,광주 북구 송해로
1077,광주서구풍암점,광주 서구 풍암신암로
1078,전남화순군화순점,전남 화순군 화순읍 만연로
1079,광주광산구첨단1호점,광주 광산구 산월로
1080,광주북구용봉점,광주 북구 설죽로
1081,광주북구양산점,광주 북구 양산택지로
1082,광주남구진월점,광주 남구 서문대로
1083,광주광산구송정1점,광주 광산구 남동길
1084,광주서구화정1점,광주 서구 염화로
1085,전남고흥군고흥점,전남 고흥군 고흥읍 봉황길
1086,광주북구두암1점,광주 북구 삼정로
1087,광주서구쌍촌1점,광주 서구 상일로
1088,전남해남군해남점,전남 해남군 해남읍 중앙로
1089,광주남구방림양림점,광주 남구 방림로
1090,광주남구주월점,광주 남구 회서로
1091,광주북구중흥점,광주 북구 용봉로
1092,전남보성군벌교점,전남 보성군 벌교읍 채동선로
1093,광주광산구수완1점,광주 광산구 장덕로
1094,광주동구학동점,광주 동구 천변우로
1095,전남완도군완도점,전남 완도군 완도읍 개포로
1096,광주남구월산까치점,광주 남구 독립로
1097,전남장흥군장흥점,전남 장흥군 장흥읍 북부로
1098,전남함평군함평점,전남 함평군 함평읍 중앙길
1099,전남목포시석현점(B),전남 목포시 텃골로
1100,전남진도군진도점,전남 진도군 진도읍 남문길
1101,광주남구효천점,광주 남구 효우로
1102,광주광산구선운점,광주 광산구 선운중앙로
1103,전남나주시영산포점,전남 나주시 남교길
1104,전남해남군우수영점,전남 해남군 문내면 동영길
1105,전남고흥군녹동점,전남 고흥군 도양읍 비봉로
1106,광주북구문흥점,광주 북구 면앙로
1107,전남무안군무안점,전남 무안군 무안읍 하마로
1108,광주남구봉선1점,광주 남구 봉선로
1109,광주광산구신가점,광주 광산구 신창로
1110,전남무안군남악점,전남 무안군 삼향읍 남악로
1111,전남목포시삼학점,전남 목포시 산정로
1112,전남나주시나주혁신도시점,전남 나주시 빛가람로
1113,광주북구첨단2지구점,광주 북구 임방울대로
1114,광주동구산수점,광주 동구 산수길 33
1115,전남나주시나주점,전남 나주시 나주로
1116,전남영암군삼호점,전남 영암군 삼호읍 대불주거로
1117,광주광산구산정점,광주 광산구 하남대로
1118,광주서구동천점,광주 서구 동천로
1119,전남담양군담양점,전남 담양군 담양읍 죽향대로
1120,광주서구상무점,광주 서구 상무평화로
1121,광주광산구우산소촌점(B),광주 광산구 무진대로
1122,광주북구신안점,광주 북구 중가로
1123,제주제주시노형점,제주 제주시 원노형로
1124,제주제주시외도점,제주 제주시 우령2길
1125,제주제주시화북삼양점,제주 제주시 진남로
1126,제주서귀포시서귀포1점,제주 서귀포시 일주동로
1127,제주서귀포시성산점,제주 서귀포시 성산읍 고성동서로
1128,제주서귀포시서귀포2호점,제주 서귀포시 장수로
1129,제주제주시도남점,제주 제주시 독짓골길
1130,제주서귀포시강정해군기지점,제주 서귀포시 강정동
1131,제주서귀포시신시가지점,제주 서귀포시 신북로
1132,제주서귀포시대정점,제주 서귀포시 대정읍 하모항구로6번길
1133,제주서귀포시표선점,제주 서귀포시 표선면 표선동서로
1134,제주제주시일도점,제주 제주시 청귤로
1135,제주제주시연동점,제주 제주시 연동길
1136,제주제주시한림점,제주 제주시 한림읍 한림로
1137,제주제주시아라점,제주 제주시 중앙로
1138,제주제주시조천함덕점,제주 제주시 조천읍 함덕길
1139,제주서귀포시화순안덕점,제주 서귀포시 안덕면 일주서로
1140,제주제주시용담점,제주 제주시 용문로
1141,제주제주시봉개점,제주 제주시 번영로
1142,제주서귀포시중문점,제주 서귀포시 천제연로
